Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,27.36,36.02,1.5,7.9,7.7,13.5,33.2,24.7,10.5,25.81,1.04,6.04,33.02,6.32,0.85,0.65,129.63,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.71,27.32,23.11,25.17,25.06,21.85,5.98,5.87,3.66,0.57,23.33,4.07,0.73,24.81,16.05,4.95,102.1,135.87,50.63,14.64,,18.84,,19.54,6.08,30.65,24.37,2.03,5.79,,0.78,1.55,,24.84,4.72,1.15,,,20.14,30.35,1.85,1.95,20.61,1.64,11.49,63.42,15.6,20.99,,14.11,,2.92,42.48,,,10,33913792728.0,Medical Specialties,Health Technology
AA,28.34,50.03,1.4,10.2,,,,,5.9,55.48,1.02,25.04,50.58,1.08,0.45,0.53,39.78,1.61,83.25,57.67,25.57,134.11,0.64,,,1.01,,438.57,,22.48,8.12,0.81,0.8,,0.28,,,1.01,327.82,,63.4,3.09,39.57,6.37,,,,,,1.79,,,,0.68,,,,,,,,,,219.78,,,1.8,1.87,0.93,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,35.33,,10.4,,,,,27,59.28,,,40.52,0.66,0.33,0.21,11.33,0.58,20.92,21.48,13.98,14.34,,,,,14.03,14.03,,11.89,6.92,0.71,0.74,7.13,,,,,5.11,,46,4,18.6,21.59,1.73,,0.94,,6.83,,18.88,6.16,,0.15,,,,,,,0.33,,,2.84,,,,,0.48,0.76,7.26,6.75,,,3.98,,39.2,8.2,,,8,8696254174.0,Airlines,Transportation
AAON,22.34,73.82,,26.3,8.1,29.5,31.8,,29.5,91.44,0.56,4.65,83.24,28.89,0.07,0.49,87.19,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.37,31.1,25.57,56.45,,,,6.16,3.22,0.82,10.92,1.77,0.37,,20.58,,,77.51,35.56,58.55,,15.44,,19.77,9.12,40.61,40.61,1.62,6.25,,2.24,4.97,,57.36,4.52,1.25,,31.94,29.6,43.68,1.75,6.19,11.32,1.57,19.39,38.08,29.18,25.9,,21.96,,0.77,83.51,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,3.08,41.13,3.6,,26,,,,8.9,44.26,33.78,14.13,42.15,1.3,0.09,0.11,63.33,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.58,72.39,17.83,15.5,19.68,10.71,0.64,0.65,1.38,0.21,4.18,12.48,1.58,17.39,6.19,116.65,1.3,163.7,39.77,1.15,,0.14,,0.85,1.47,91.78,91.78,,0.34,,,,,8.01,3.94,0.3,,,5.61,12.46,,0.55,3.81,0.29,0.13,1.96,1.42,0.62,,1.21,,,8.3,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,0.39,61.09,2.9,1.3,5.7,20.9,23.2,14.6,15.7,49.67,0.62,,57.23,9.7,0.54,0.64,210.62,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.46,27.22,24.87,32.06,25.25,23.43,7.9,8.56,3.67,0.22,26.71,3.16,0.47,28.65,20.35,10.5,5,178.85,45.59,59.12,,26.31,,30.98,43.54,32.76,32.76,1.94,8.62,,1.35,1.53,,32.27,7.96,2.13,,,29.76,34.82,1.84,2.45,43.52,0.99,29.34,262.55,56.47,150.79,,34.83,,3.2,47.7,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,12.12,62.11,,,9.7,8.1,22.2,18.4,8.5,79.96,7.28,,68.62,0.66,0.98,0.06,22.38,2.06,,143.65,6.4,6.71,1.43,,1.49,5.94,21.99,11.67,24.37,,,,6.7,4.55,0.4,27.51,8.96,5.99,,7.9,,2.19,29.22,62.64,1.88,,15.46,,27.6,1.14,25.15,25.15,10.93,3.85,,2.18,1.21,9.86,14,1.14,0.49,,,8.92,17.38,,1,1.15,2.06,2.29,612.23,4.67,5.68,,4.28,,3.82,27.94,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,17.23,58.77,,,7.8,9.6,49.1,7.4,3.8,57.86,5.75,0.38,59.24,1.83,0.44,0.24,171.52,0.94,71.9,58.89,77.13,4,9.24,,0.55,3.53,36.39,19.39,16.39,14.04,13.57,6.5,6.6,2.75,0.05,40.24,7.23,3.61,15.31,24.26,6.21,3.88,141.98,62.28,5.83,,11.02,,24.96,37.82,50.9,15.65,1.01,5.59,,0.7,0.46,,13.89,,1.27,,,13.4,20.42,0.89,1.49,,0.83,4.34,199,9.56,52.94,,9.67,,5.01,37.33,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,33.37,,8.7,,,,,,52.59,,,37.09,2.02,6.66,9.48,2.97,7.76,,,342.96,,0.07,,,,,,,,,8.29,6.91,,0.77,,,,,,,,1.21,,,,,,,0.77,,,,23.91,,,,,,,,2.39,1.81,,,,,0.9,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,29.65,,2.2,20.8,5.4,3.2,9.8,11,18.69,11.66,,26.06,3.43,0.4,3.65,2.05,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.36,9.2,6.79,8.41,8.25,6.27,1.98,2.13,10.87,0.65,25.4,11.22,7.36,12.27,14.77,6.1,6.19,2.74,50.66,6.83,,18.25,,23.83,2.07,12.42,11.87,2.42,2.27,,,,,8.97,1.61,0.41,,,6.95,10.1,1.74,0.68,4.88,0.7,10.77,64.69,18.64,17.03,,17.22,,6.47,11.07,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
