Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ACAD,,51.57,3.35,,,,38.8,40.9,46.1,223.57,16.4,47.23,,3.09,49.5,2.88,,1.64,11.45,17.07,2.29,235.21,82.57,38.31,0.4,0.09,,,,20.41,18.4,11.3,14.31,17.64,2.29,2.47,4.9,0.59,21.82,7.1,,22.43,,,16.17,34.11,91.61,,,,13.83,,12.08,4.95,22.01,22.01,0.99,3.07,,,,,14.02,0.5,2.42,,17.07,7.29,14.02,21.44,,,6.05,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,31.12,,,12.2,,,16.9,,,10.9,19.13,,,27.58,1.67,,0.13,0.04,37.67,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.34,8.75,,8.69,6.87,1.57,1.78,8.82,0.52,,,,10.6,0.97,10.67,8.87,85.27,96.45,5.11,,,8.99,,17.48,1.13,12.3,10.69,,1.11,,,,,,0.44,1.54,0.52,,,26.68,,,1.13,4.96,1.06,5.05,19.42,10.06,9.78,,8.25,,,111,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACI,,55.97,4.59,,18.8,33.9,6,,,132.17,4.2,61.59,2.39,,57.58,3.53,,0.04,0.02,19.63,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.45,14.48,5.98,32.09,12.63,6.55,0.31,0.32,6.91,0.11,0.99,6.91,3.06,8.62,16.39,,1.78,21.48,27.85,3.83,,,1.25,,2.28,3.77,11.48,7.85,0.58,0.14,,,,,14.5,0.91,,,,,4.22,14.38,1.24,0.83,,0.22,3.79,11.26,9.28,37.17,,6.52,,6.99,28.87,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,93.47,45.22,16.81,2.6,5.9,,7,21.8,,142.28,6.8,45.05,,58.27,43.44,3.61,,0.26,0.17,52.89,1.56,,21.51,50.45,2.07,0.77,,,,17.33,12.94,22.97,,14,3.65,3.96,5.77,0.43,17.25,5.11,,28.13,13.34,23.1,7.94,34.08,52.2,4.73,,,14.04,,22.14,4.11,24.58,22.46,1.87,3.46,,1.16,1.75,,20.07,1.55,,1.35,,,17.61,22.46,2.2,1.56,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.5,53.16,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,40.48,,0.9,22.7,,62.7,72,31,57.41,34.8,48.48,,,42.76,6.49,,2.3,13.15,72.1,4.45,183.28,30.95,67.21,0.16,0.05,,,,6.52,6.16,9.79,,7.13,1.7,1.6,15.34,0.73,16.36,7.65,,14.65,25.39,,,112.18,44.28,44.08,,,20.65,,21.88,2.36,10.46,10.46,0.21,2.16,,,,,13.22,0.64,1.07,0.97,10.81,3.09,12.01,12.97,0.43,0.99,2.36,3.29,17.31,67.54,25.93,24.8,,28.79,,2.68,22.43,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,67.95,37.31,7.11,,,,2.6,0.1,,,,31.71,,61.3,33.62,8.63,,4.19,8.79,77.58,4.29,,,71.34,,0.14,,,,,,999.37,,,39.16,22.98,,0.63,2.3,0.09,,,,,16.03,0.0,,,,,,,,8.58,,,,25.31,,,,,522.39,,,,14.34,13.71,160.01,,,,8.58,4.29,,,,,,,,0.33,,,,,1598748014.0,Biotechnology,Health Technology
ACM,26.3,40.5,13.76,2.5,,,13,17,11,,9.8,36.06,0.83,27.67,34.99,2.4,,0.25,0.52,108.41,1.13,,56.38,59.69,2.8,1.39,,0.19,0.82,17.64,14.72,22.51,14.38,12.83,2.05,0.99,5.67,0.18,4.4,4.95,0.96,21.18,10.2,11.48,4.13,102.07,6.73,4.98,,,2.5,,5.74,6.55,36.46,23.88,2.46,0.91,,,,,20.77,1.06,,1.92,,,17.77,44.41,3.95,1.93,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.42,157.68,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,1.19,51.33,5.61,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,51.33,2.61,16.75,51.37,6.92,,0.48,1.02,361.63,1.47,,20.16,70.39,0.7,0.28,,0.44,1.49,22.73,19.85,25.39,21.06,17.21,3.29,3.46,4.4,0.49,13.65,4.04,1.65,28.36,12.37,8.62,6.97,334.57,32.45,133.92,,,11.41,,15.04,7.68,30.1,29.22,3.14,3.43,,1.42,1.11,,25.17,1.08,7.28,1.22,,,23.6,35.27,3.35,1.77,40.18,1.47,13.88,245.06,27.33,27.23,,19.83,,1.9,38.45,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,44.35,51.53,5.02,,,,,,,,30.6,52.56,,20.85,50.74,3.76,,0.68,2.5,21.67,1.51,,452.01,118.12,,0.25,,,,,,410.67,,,4.4,5.87,,0.44,1.43,0.24,,560.98,,,28.45,18.92,51.48,,,,,,,7.85,,,,5.9,,,,,437.12,1.15,,,,58.57,84.33,,,,31.5,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,32.54,,2.5,0.9,,8.8,13.9,6.9,48.68,13.3,27.86,,,28.64,10.61,,0.75,1.3,447.94,1.07,,51.08,33.15,0.76,0.43,,,,27.47,24.51,24.77,18.1,16.79,8.29,9.07,3.64,0.47,36.61,4,,21.95,18.42,12.13,9.76,569.71,89.04,45.8,,,25.85,,36,13.94,36.03,24.25,1.49,9.33,,0.78,0.82,,25.42,0.79,19.96,0.73,,,24.84,33.39,1.6,1.89,366.18,1.07,18.71,304.83,35.09,36.84,,23.74,,3.98,53.54,,,10,241068062221.0,Packaged Software,Technology Services
ADC,22.28,36.58,2.45,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,38.89,5.77,23.77,35.21,1.7,,0.08,0.01,70.95,0.74,,573.52,54.1,5.08,0.51,,1.67,4.26,35.25,19.85,23.84,30.52,18.39,15.95,17.41,2.84,0.65,73.03,5.75,4.32,38.27,12.04,2.92,11.75,74.24,87.94,2.87,,,31.62,,48.86,1.42,38.83,39.42,6.36,11.79,,3.45,1.28,16.62,16.16,0.96,1.74,0.95,,,16.16,,6.02,1,1.7,0.74,2.41,,3.83,3.64,,3.69,,,31.23,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,1.52,57.29,2.47,,,,,,,13.28,,47.01,0.27,11.78,55.43,2.05,,1.25,0.17,13.74,3.42,,,38.31,2.94,1.41,,0.19,1.46,19.41,10.67,14.86,,,4.97,5.64,5.15,0.35,37.93,8.72,1.46,9.72,12.38,,,9.62,,1.91,,,12.01,,30.96,3.95,38,12.79,4.13,4.5,,,,,11.84,1.43,,2.17,,,10.7,16.15,,0.7,,3.42,3.78,475.57,9.9,11.55,,10.09,,9.18,108.46,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,8.87,52.38,,1.9,,10.4,9.3,16.8,1.7,,1.2,67.03,3.02,,56.76,5.6,,0.79,0.31,218.09,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.71,52.58,26.26,35.36,30.69,23.23,10.89,11.71,1.9,0.73,33.12,2.93,1.71,30.24,16.91,20.59,10.86,153.41,57.08,6.42,,,17.35,,21.96,3.03,65.32,52.89,4.85,11.37,,2.8,1.84,,34.33,1.42,,1.66,,,27.82,35.73,3.84,1.77,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.5,49.68,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,40.06,,2.6,9.4,7.7,25.1,24.8,,89.18,15,43.52,5.24,,40.35,3.1,,0.04,0.07,50.63,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.97,11.61,8.45,9.93,13.44,9.4,0.42,0.4,8.61,0.42,4.05,14.62,3.97,10.93,23.29,,,78.45,7.08,3.58,,,2.07,,2.85,1.1,14.32,10.2,0.56,0.29,,,,,7.35,0.65,0.86,0.73,,,5.12,6.89,0.53,1.32,1.61,0.84,3.34,14.4,8.6,7.7,,4.13,,17.03,11.05,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,34.2,,3.5,,,,,,,4.5,34.8,,,32.15,1.73,,0.26,0.39,17.29,1.11,21.21,66.18,45.49,3.67,1.13,,,,10.15,5.02,11.91,7.51,4.1,0.21,0.22,9.85,0.23,1.89,19.24,,8.64,26.58,30.14,,37.58,6.32,2.09,,,0.12,,2.72,0.67,73.74,9.23,0.47,0.11,,,,,5.51,0.46,,,,,2.84,8.59,0.45,0.52,,0.9,0.19,23.38,5.76,0.85,,4.79,,22.45,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,32.12,48.06,10.31,1.2,,13.8,15.3,15.1,13,13.01,9,55.6,3.42,22.45,48.26,3.05,,0.19,0.79,296.46,1.01,,3.27,65.98,1.56,1.75,,0.59,1.95,22.46,20.36,29.86,22.73,20.99,5.97,6.6,4.45,0.11,22.11,3.4,2.09,29.79,14.91,8.76,7.46,272.61,42.56,9.92,,,20.87,,21.92,22.42,31.39,31.19,2.58,6.55,,1.55,1.7,,29.63,1.09,10.12,1.29,,,25.96,42.64,2.51,3,72.63,1.01,7.01,518.83,59.25,86.24,,6.18,,1.85,44.17,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,32.34,50.19,19.14,0.9,25.4,,21.7,23.3,,,14.2,54.65,,34.33,49.83,5.79,,0.38,0.66,301.23,0.65,,102.91,35.66,1.75,0.99,,,,50,44.2,51.95,32.67,30.44,9.44,10.93,2,0.26,21.04,1.96,,32.66,22.29,11.65,11.74,261.47,90.71,,,,18.3,,21.86,24.51,59.03,35.93,0.66,10.82,,,,,51.4,1.15,,1.02,,,47.68,101.12,1.46,2.9,,0.65,11.12,392,23.35,51.52,,9.86,,0.69,222.2,,,6,45606470933.0,Packaged Software,Technology Services
ADT,13.21,27.36,4,,3.7,,,,,,,14.24,3.21,,19.19,0.4,,0.08,0.01,6.87,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,3.24,28.27,7.49,12.41,,5.15,2.71,2.66,3.54,0.24,21.42,18.24,3.24,8.47,8.86,26.47,2.59,6.65,78.76,1.95,,,17.19,,20.04,1.59,7.08,13.05,,1.24,,,,,5.88,1.03,,,,,3.57,4.72,,0.55,,0.64,5.45,14.81,3.29,24.01,,10.07,,36.97,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
AEE,30.17,53.05,9.83,,6.5,8,7.3,6.3,10.2,5.28,6.9,67.23,4.12,31.85,55.92,0.89,,,,90.89,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,2.99,21.51,11.91,,19.2,11.05,5.05,5.78,4.65,0.27,,,2.99,18.42,1.27,7.84,3.97,82.96,49.45,2.94,,,15.52,,25.95,2.02,21.1,20.89,3.8,3.27,,1.54,,,,1.1,1.41,1.27,,,9.64,,3.05,,2.1,0.41,2.73,5.71,5.17,9.9,,3.91,,,22.66,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,63.71,,,99.7,,,,,52.85,46.7,74.21,,17.49,68.48,11.74,,2.45,5.64,15.13,6.03,461.76,71.29,51.67,0.87,0.06,,,,63.9,50.54,,,,,6.66,1.56,0.84,,,,46.83,,,24.38,21.48,50.48,,,,49.64,,10.43,3.39,14.34,12.89,,7.06,,,,,,0.7,1.66,2.87,30.88,6.44,2341.67,23.53,,4.36,4.14,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEM,52.44,40.63,0.36,,20.5,20.8,11.4,7.9,4,4.55,3.1,33.6,8.6,28.39,36.96,3.28,,0.59,0.61,78.73,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,2.03,23.07,12.66,22.64,12.73,8.8,4.25,5.4,4.33,0.69,23.84,4.49,2.03,15.85,11.57,28.32,14.45,64.16,40.9,27.86,,,13.05,,34.15,2.03,41.12,24.1,0.95,5.3,,,,,22.23,1.23,1.65,1.2,,,11.65,25.61,2.6,1.86,2.55,0.83,3.5,8.35,6.58,5.13,,5.69,,2.59,51.61,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,,37.21,,,10.5,45.5,,,66.4,90.5,5.8,31.53,2.55,,34.72,3.74,,0.19,0.12,16.51,1.57,78.76,29.59,15.73,2.12,0.8,,0.3,2.98,10.27,6.76,23.08,9.33,6.4,0.8,0.82,9.74,0.47,3.56,5.97,2.98,9.07,1.58,10.05,3.02,17.92,38.95,,,,4.28,,8,1.84,14.33,10.16,,0.61,,,,,16.96,0.92,0.98,0.75,,,8.44,45.82,,1.08,2.18,0.63,6.46,18.28,15.69,13.34,,11.06,,8.08,14.5,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,21.41,38.77,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,43.29,5.13,10.72,38.49,0.88,,0.04,0.01,92.37,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.84,21.68,12.2,,16.74,10.62,4.21,4.75,4.61,0.27,,,4.01,15.71,0.97,13,4.64,94.19,61.23,2.17,,,13.46,,20.61,1.86,18.72,18.65,3.39,2.51,,,,,,0.98,1.24,1.07,,,7.68,,,10.87,1.86,0.41,2.7,5.48,4.94,10.22,,4.35,,0.8,19.75,,,10,41234689544.0,Electric Utilities,Utilities
AER,32.03,49.61,1.98,,6.4,,,5.5,,3.17,,56.83,0.79,5.06,50.92,0.74,,2.25,0.08,95.67,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.79,30.36,13.56,,15.95,9.39,7.73,8.01,3.29,0.23,,,1.05,7.9,,12.74,2.68,85.51,32.61,,,,32.41,,26.37,1.08,7.68,9.76,,2.41,,,,,,1.12,0.74,1.42,,,3.4,7.33,,1.6,1.26,4.45,3.53,3.38,2.94,15.15,,2.69,,11.88,14.84,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,42.41,,,,5,,6.9,,,7.2,51.34,6.73,,46.05,0.42,,0.16,0.07,13.02,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.28,28.76,15.52,,9.8,6.68,2.1,3.34,3.48,0.07,,,5.31,6.35,,6.76,2.84,21.32,19.44,1.43,,,8.34,,17.25,2.82,9.07,5.63,,0.76,,,,,,0.61,1.51,0.79,,,3.9,,,,9.13,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,33.37,,,,5,,6.9,,,7.2,31.64,,,33.07,0.42,,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,28.76,15.52,,,,,3.34,3.48,0.07,,,,6.72,,6.76,2.84,0.0,19.44,1.43,,,8.34,,17.25,2.82,9.07,5.63,,0.76,,,,,,,,,,,3.9,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,38.44,45.63,2.03,,14.3,,129.9,,,49.89,64.1,37.58,4.17,18.54,41.28,2.26,,0.3,0.16,22.22,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,4.15,20.92,12.38,,,6.44,2.36,3,4.78,0.53,,,4.42,11.51,,,26.12,0.0,26.47,4.92,,,8.78,,15.35,2.28,27.59,25.1,,2.54,,,,,,,1.8,,,,8.51,,,,2.77,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,35.65,50.61,49.15,,,,85.6,17.5,,1.59,11.1,40.34,,97.48,45.8,2.5,,15.58,0.3,65.9,64.66,,18.63,43.32,66.55,2.51,,,,,239.41,67.32,36.47,38.71,8.2,10.14,,0.28,15.07,1.87,,,,,26.03,39.03,65.71,,,,,,,7.19,,,,8.01,,,,,53.69,1.69,,,,13.84,37.18,,,,8.92,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
