Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ABM,32.46,53.87,2,8.4,5.9,40.8,24.6,,23.18,11.1,47.61,1.99,16.37,51.7,2.97,0.07,0.06,55.58,1.38,,,56.6,3.53,0.8,,0.26,1.63,15.9,11.72,17.77,12.08,9.75,0.58,0.59,6.29,0.36,3.3,7.82,1.63,15.17,26.08,,1.62,51.5,,3.58,,1.89,,3.62,1.9,22.97,16.02,1,0.43,,0.86,1.13,,13.06,,1.09,,,10.6,16.1,0.8,0.96,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.26,28.8,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,5.2,45.36,,38.3,,,,,322.31,8,34.71,,,41.31,4.6,0.99,4.98,135.25,1.62,,33.1,6.78,0.96,0.27,,,,31.88,31.08,17.88,20.77,20.44,5.94,6.75,3.14,0.38,37.96,4.87,,30.31,,,10.69,165.98,83.07,22.92,,16.96,,15.01,9.99,47.46,47.46,,8.09,,,,,21.48,4.82,,,18.3,21.48,35.98,,,11,1.62,7.98,839.68,21.23,22.05,,19.8,,4.18,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,17.97,49.77,0.7,6.3,12.3,6.8,6.7,,,5.8,44.37,3.49,15.68,48.14,5.31,0.52,0.52,115.93,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.87,28.58,19.87,32.43,22.44,17.72,4.67,5.1,3.5,0.54,15.74,3.23,1.87,22.46,11.28,8.9,6.48,108.22,55.55,11.5,,13.99,,16.24,5.05,35.24,25.65,2.23,4.95,,1.38,1.62,,31.26,5.11,1.14,,,23.22,40.81,3.18,1.93,22.87,1.14,7.9,65.41,12.45,14.86,,10.65,,3.36,41.4,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,29.16,66.95,,6.9,,13.2,4.1,,3.27,5.9,70.37,0.19,10.15,68.47,2.87,1.75,0.61,105.83,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.19,28.17,14.97,46.31,,,1.89,2.25,3.55,0.56,4.86,2.36,0.19,23.94,18.07,26.64,11.51,76.6,19.84,4.58,,5.17,,7.87,2.1,39.9,32.49,1.61,2.06,,,,,42.39,2.59,,,,16.21,24.85,2.09,1.43,4.62,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,51.85,,,,38.8,40.9,46.1,223.57,16.4,37.98,,1.32,48.46,2.64,1.64,11.45,16.27,2.29,235.21,82.57,38.31,0.4,0.09,,,,19.43,17.51,10.76,13.33,16.44,2.13,2.35,5.15,0.59,21.82,7.49,,20.67,,,15.87,33.62,91.61,,,13.83,,12.08,4.69,20.86,20.86,0.94,2.89,,,,,13.3,2.31,,16.27,6.95,13.3,20.28,,,5.73,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,27.66,,12.2,,,16.9,,,10.9,45.42,,,31.8,1.66,0.13,0.04,39.1,1.07,18.46,542.09,44.04,3.16,0.66,,,,10.95,8.45,,8.63,6.82,1.56,1.72,9.13,0.52,,,,10.79,1,11.97,9.07,85.08,96.45,5.11,,8.99,,17.48,1.18,12.82,11.15,,1.1,,,,,,1.6,0.54,,,26.25,,,1.18,5.17,1.06,5.05,19.42,10.06,9.78,,8.25,,,115,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,74.78,,100.9,,,,,,,81.75,,,77.95,,5.79,,,6.03,,,,,,,,,,,,,,35.12,,,,,,,,,16.18,,,,,,,,,4.66,,,,,,,,,,,,6.75,6.33,,,,,4.6,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,57.46,,18.8,33.9,6,,,132.17,4.2,62.23,2.52,,59.61,3.52,0.04,0.02,19.12,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.52,14.4,5.94,31.71,12.53,6.5,0.31,0.31,6.94,0.11,0.99,7.1,2.52,8.42,16.66,,1.83,21.45,27.85,3.83,,1.25,,2.28,3.67,11.18,7.65,0.57,0.14,,,,,13.98,,,,,4.07,13.87,1.21,0.8,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.19,28.12,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,91.03,56.83,2.6,5.9,,7,21.8,,142.28,6.8,49.75,,35.85,55.07,3.69,0.26,0.17,54.73,1.56,,21.51,50.45,2.07,0.77,,,,17.73,13.24,23.5,,14.54,3.79,4.05,5.64,0.43,17.25,4.86,,27.64,13.21,31.06,7.94,34.12,52.2,4.73,,14.04,,22.14,4.32,25.82,23.59,1.97,3.66,,1.2,1.81,,21.09,,1.4,,,18.48,23.63,2.28,1.62,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.35,55.85,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,20.96,0.9,22.7,,62.7,72,31,57.41,34.8,13.22,,,16.21,6.47,2.3,13.15,71.0,4.45,183.28,30.95,67.21,0.16,0.05,,,,6.61,6.25,9.94,,6.57,1.57,1.63,15.13,0.73,16.36,7.62,,14.43,25.42,,,114.6,44.28,44.08,,20.65,,21.88,2.37,10.5,10.5,0.21,2.17,,,,,13.29,1.05,0.96,10.64,3.04,12.08,13.06,0.42,0.98,2.37,3.29,17.31,67.54,25.93,24.8,,28.79,,2.7,22.54,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,84.07,46.06,,,,2.6,0.1,,,,29.23,,78.18,40.4,10.01,4.19,8.79,87.22,4.29,,,71.34,,0.14,,,,,,1179.87,,,45.44,27.13,,0.63,2.3,0.08,,,,,10.09,0.0,,,,,,,9.79,,,,28.9,,,,,595.85,,,16.12,15.41,182.48,,,,9.75,4.29,,,,,,,,0.28,,,,,1598748014.0,Biotechnology,Health Technology
ACM,24.21,54.23,4.6,,,0.1,22.9,46.8,,7.7,51.44,0.81,20.45,52.3,2.37,,0.52,109.47,,,54.18,84.61,3.18,1.38,,0.21,0.81,17.66,16.86,22.92,14.68,13.04,2.04,0.99,5.66,0.18,4.32,4.74,0.96,21.95,6.98,13.78,7.62,98.72,6.73,4.98,,2.5,,5.74,6.72,36.98,25.61,9.15,0.92,,,,,21.94,2.77,2.06,,,18.77,28.63,,2.04,6.72,,3.46,57.7,13.32,18.05,,10.08,,3.32,171.05,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,13.89,50.08,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,51.1,2.68,23.28,49.86,7.31,0.26,1.22,357.07,1.1,,20.51,69.84,0.37,0.15,,0.43,1.52,22.57,19.69,25.57,20.69,16.85,3.22,3.39,4.43,0.51,13.27,3.86,1.67,27.85,13.26,8.98,7.11,330.47,32.61,162.73,,11.19,,14.79,7.89,31.24,29.86,3.21,3.47,,1.44,1.15,,26.32,8.33,1.24,,,24.85,37.93,3.13,1.73,52.36,1.1,13.75,236.59,27.79,26.8,,19.63,,2.68,38.69,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,22.04,65.13,,,,,,,,30.6,67.6,,1.55,67.61,3.68,0.68,2.5,21.37,1.51,,452.01,118.12,,0.25,,,,,,402.21,,,4.48,5.75,,0.44,1.43,0.24,,559.73,,,29.4,18.57,51.48,,,,,,7.86,,,,5.9,,,,,437.96,,,,57.76,84.49,,,,31.43,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,47.99,1.7,9.4,,17.7,16.7,11.4,,16.8,39.53,,2.11,46.85,11.87,0.78,1.24,499.5,1.11,,49.25,33.27,0.78,0.42,,,,31.69,28.17,33.36,19.84,18.54,9.18,10.43,3.16,0.49,31.27,2.98,,24.31,19.32,13.41,10.8,581.99,88.66,51.2,,25.59,,35.93,15.28,42.19,27.94,1.31,10.79,,0.89,1.11,,34.52,17.78,0.84,,,33.6,49.19,1.68,2.22,254.85,1.11,18.17,291.22,33.73,34.74,,22.82,,3.09,62.67,,,10,241068062221.0,Packaged Software,Technology Services
ADC,31.44,59.66,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,63.98,5.36,25.11,62.05,1.86,0.08,0.01,77.01,0.74,,573.52,54.1,5.08,0.51,,1.67,3.91,37.94,21.37,25.66,32.81,19.77,17.15,18.74,2.64,0.65,73.03,5.25,3.97,41.94,11.53,2.17,11.29,74.14,87.94,2.87,,31.62,,48.86,1.56,42.55,43.19,6.97,12.94,,3.74,1.39,18.24,17.73,1.89,1.03,,,17.73,,6.53,1.09,1.86,0.74,2.41,,3.83,3.64,,3.69,,,34.53,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,25.53,43.43,,,,,,,13.28,,37.81,0.32,8.46,41.01,1.85,1.25,0.17,11.52,3.42,,,38.31,2.94,1.41,,0.19,1.76,17.06,9.38,13.06,,,4.58,4.95,5.86,0.35,37.93,10.36,1.76,8.44,15.42,,,9.25,,1.91,,12.01,,30.96,3.33,32,10.77,3.47,3.79,,,,,10.02,,1.82,,,9.03,13.58,,0.59,,3.42,3.78,475.57,9.9,11.55,,10.09,,10.92,88.62,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,24.21,38.57,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,36.63,3.03,4.99,36.15,5.36,0.79,0.31,211.01,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.71,51.33,25.81,37.33,26.82,20.93,10.39,11.34,1.95,0.72,30.39,2.81,1.74,28.12,17.77,11.64,,151.85,57.85,7.22,,17.07,,23.16,2.98,63.37,47.92,3.93,10.86,,2.64,1.77,,35.73,,1.58,,,26.41,33.37,3.23,1.72,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.89,49.53,,,10,90112565563.0,Semiconductors,Electronic Technology
ADNT,,36.32,3.5,,,,,,,4.5,25.97,,,32.62,1.75,0.26,0.39,19.06,1.11,21.21,66.18,45.49,3.67,1.13,,,,9.47,4.68,11.08,7.99,4.29,0.21,0.21,10.56,0.23,1.89,17.22,,9.51,26.01,32.65,,37.92,6.32,2.09,,0.12,,2.72,0.75,82.39,10.31,0.53,0.12,,,,,6.04,,,,,3.11,9.42,0.5,0.57,,0.9,0.19,23.38,5.76,0.85,,4.79,,20.49,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADSK,33.36,62.89,0.9,25.4,,21.7,23.3,,,14.2,60.66,,32.34,61.64,5.92,0.43,0.72,307.84,0.64,,94.05,32.85,1.8,1.05,,,,51.51,45.86,62.09,33.82,31.99,9.71,11.46,1.94,0.25,18.45,1.61,,33.54,22.24,11.87,11.57,258.7,90.8,1291,,18.21,,22.24,26.82,62.95,37.63,0.69,11.44,,,,,62.27,,1.1,,,57.45,149.23,1.51,3.03,,0.64,11,369.7,23.5,57.58,,9.97,,0.47,254.41,,,6,45606470933.0,Packaged Software,Technology Services
ADT,16.42,54.26,,3.7,,,,,,,50.12,2.63,,53.59,0.43,0.08,0.01,7.55,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,2.63,29.6,7.84,12.99,,5.13,2.85,2.78,3.38,0.24,21.42,16.43,2.89,9.4,7.37,26.05,2.58,6.84,78.76,1.95,,17.19,,20.04,1.77,7.86,14.49,,1.39,,,,,6.53,,,,,3.92,5.24,,0.6,,0.64,5.45,14.81,3.29,24.01,,10.07,,33.21,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,50.26,40.28,,9.9,,22.2,30.1,,18.33,10.6,40.1,,19.11,38.98,8.28,1.41,4.48,120.99,2.11,,11.17,35.23,0.41,0.05,,,,18.74,16.58,15.88,12.89,11.59,1.37,1.77,5.34,0.82,11.15,5.76,,20.76,23.85,12.51,12.28,103.1,32.28,12.12,,6.5,,9.15,2.32,27.69,23.36,1.25,1.77,,0.96,0.52,,16.26,3.4,1.17,124.73,17.21,15.08,18.71,1.2,1.2,11.11,2.11,6.89,155.12,11.61,9.24,,9.02,,3.06,49.18,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,15.65,62.6,,6.5,8,7.3,6.3,10.2,5.28,6.9,66.3,3.98,19.41,64.1,0.9,,,92.24,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,2.88,21.83,12.09,,19.49,11.22,5.13,5.87,4.58,0.27,,,2.93,18.75,1.41,7.7,3.78,82.01,49.45,2.94,,15.52,,25.95,2.08,21.7,21.49,3.91,3.32,,1.56,,,,1.43,1.29,,,9.89,,3.1,,2.16,0.41,2.73,5.71,5.17,9.9,,3.91,,,23.29,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,38.45,,99.7,,,,,52.85,46.7,37.93,,35.06,35.97,9.54,2.45,5.64,11.27,6.03,461.76,71.29,51.67,0.87,0.06,,,,48.93,38.7,,,,,5.1,2.04,0.84,,,,37.57,,,24.38,20.99,50.48,,,49.64,,10.43,2.72,11.5,10.34,,5.68,,,,,,1.24,2.14,23,4.8,1878.35,18.87,,3.25,3.32,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEM,77.34,51.8,,20.5,20.8,11.4,7.9,4,4.55,3.1,64.5,8.21,21.74,54.45,3.34,0.59,0.61,82.8,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.93,22.96,12.57,23.19,12.73,8.8,4.55,5.35,4.36,0.69,23.84,4.51,1.93,18.16,11.52,21.85,11.37,62.48,40.9,27.86,,13.05,,34.15,2.09,41.4,24.08,0.94,5.46,,,,,22.89,1.7,1.24,,,11.96,26.37,2.68,1.92,2.62,0.83,3.5,8.35,6.58,5.13,,5.69,,2.54,53.08,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,7.39,27.39,,10.5,45.5,,,66.4,90.5,5.8,17.89,2.55,,22.29,4,0.24,0.15,17.27,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.92,10.32,6.75,15.26,8.85,6.13,0.8,0.83,9.69,0.48,5.42,8.85,2.92,8.94,1.39,11.34,3.41,18.04,39.18,,,4.58,,8.01,1.96,13.82,10.4,,0.63,,,,,11.49,1.04,0.77,,,7.16,21.26,,1.11,2.33,0.74,7.04,18.72,16.01,14.43,,11.24,,13.65,15.42,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,30.44,48.2,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,62.21,4.9,8.75,51.64,0.89,0.04,0.01,96.8,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.7,22.16,12.47,,17.11,10.86,4.3,4.86,4.51,0.27,,,3.88,16.43,1.12,12.97,4.3,93.13,61.23,2.17,,13.46,,20.61,1.94,19.52,19.44,3.53,2.61,,,,,,1.29,1.12,,,7.94,,,11.39,1.94,0.41,2.7,5.48,4.94,10.22,,4.35,,0.79,20.6,,,10,41234689544.0,Electric Utilities,Utilities
AER,43.79,48.36,,6.4,,,5.5,,3.17,,44.66,0.78,6.27,46.78,0.74,2.25,0.08,95.25,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.78,30.47,13.61,,15.95,9.39,7.73,8.04,3.28,0.23,,,1.04,7.92,,12.27,3.09,84.24,32.61,,,32.41,,26.37,1.08,7.69,9.78,,2.41,,,,,,0.74,1.42,,,3.43,7.35,,1.59,1.26,4.45,3.53,3.38,2.94,15.15,,2.69,,11.79,14.86,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,1.51,28.05,,,5,,6.9,,,7.2,24.15,6.67,,26.51,0.43,0.16,0.07,13.28,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.23,26.08,14.08,,9.93,8.09,2.12,3.03,3.83,0.07,,,5.23,6.51,,6.48,4.07,21.59,19.44,1.43,,8.34,,17.25,2.87,9.22,5.72,,0.8,,,,,,1.54,0.8,,,3.95,,,,9.29,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,16.61,52.14,,14.3,,129.9,,,49.89,64.1,54.66,4.26,,53.31,2.22,0.3,0.16,21.21,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,4.26,20.49,12.12,,,6.24,2.29,2.94,4.88,0.53,,,4.55,10.7,,,25.28,0.0,26.47,4.92,,8.78,,15.35,2.2,26.58,24.18,,2.44,,,,,,1.72,,,,8.22,,,,2.71,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AFRM,74.94,72.76,,,,85.6,17.5,,1.59,11.1,81.29,,34.85,76.26,2.46,15.58,0.3,63.19,64.66,,18.63,43.32,66.55,2.51,,,,,234.47,65.94,36.35,38.59,8.18,9.94,,0.28,15.07,1.89,,,,,25.57,37.98,65.71,,,,,,7.08,,,,7.95,,,,,52.86,,,,13.28,36.65,,,,8.68,64.66,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,,42.62,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,35.91,,,39.19,2.22,0.9,0.27,16.36,1.6,0.45,126.67,62.76,2.29,0.76,,,,10.21,7.6,11.03,8.4,6.58,2.81,3.05,9.79,0.47,27.65,11.51,,9.76,27.1,35.27,6.76,19.69,62.43,2.75,,18.26,,29.03,1.98,13.25,14.39,0.34,2.46,,,,,8.97,,,,,6.13,11.53,0.58,0.75,,1.6,7.26,66.82,13.65,15.16,,12.45,,1.18,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,39.31,46.77,,9.1,,,,,,8,48.67,0.28,,45.54,1.93,1.86,0.94,6.54,3.03,51.44,36.36,8.18,2.7,0.17,,,0.28,,23.29,,,,3.69,3.82,,0.7,,,0.3,24.87,18.83,,5.53,5.89,11.66,,,,,,1.48,,,,3.73,,,,,,,0.96,,,21.93,,,5.27,1.48,2.45,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
AGCO,,42.75,0.2,16.3,20.1,25.7,40.5,,36.02,16.7,42.91,2.33,,41.86,2.27,0.15,0.15,91.98,1.53,139.21,45.05,44.73,6.86,1,,0.12,1.25,36.3,17.14,29.42,15.05,9.13,0.95,0.83,2.75,0.31,2.8,5.14,1.25,14.41,25.29,,,114.82,25.39,8.9,,1.35,,8.69,1.65,40.7,9.88,0.39,0.54,,,,,19.4,1.58,0.87,,,8.66,1260.01,0.53,0.83,5.71,0.72,1.34,7.33,3.4,3.87,,9.37,,,14.3,,,10,9201222919.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
