Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,72.05,1.5,7.9,7.7,13.5,33.2,24.7,10.5,80.36,0.91,17.62,77.03,6.94,,1.08,0.68,147.87,2.68,117.28,52.11,73.54,1.51,0.41,,0.18,0.62,31,26.12,26.77,26.63,23.35,6.43,6.55,3.23,0.57,24.48,3.81,0.64,26.95,16.39,9.5,3.58,142.43,50.56,14.22,,,18.35,,19.42,7,35.21,28.88,2.41,6.49,,0.92,1.65,,26.49,5.59,1.31,,,22.28,32.53,2.08,2.23,24.36,2.04,11.42,62.86,15.64,21.32,,14.14,,2.2,50.36,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,59.27,1.4,10.2,,,,,5.9,76.53,1.39,,65.65,1.01,,0.31,0.49,29.85,1.45,86.07,58.94,24.77,12.36,0.45,,,1.34,,40.84,,15.76,5.85,0.59,0.6,,0.3,,,1.34,67.57,,,,40.32,7,,,,,,,1.25,,,,0.5,,,,,,,,,,58.41,,,1.04,1.31,0.74,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,47.07,,10.4,,,,,27,32.62,,6.94,41.67,0.76,,0.34,0.19,14.68,0.62,20.89,20.46,14.17,12.45,,,,,13.07,13.07,35.37,10.98,6.82,0.77,0.81,7.65,,2.29,12.56,,5.33,,17.44,4.15,19.68,22.37,1.87,,,1.56,,7.6,,13.35,6.44,,0.19,,,,,7.38,,0.42,,,2.56,,,,,0.51,1.25,8.53,7.75,,,4.5,,30.47,9.86,,,8,8696254174.0,Airlines,Transportation
AAON,28.13,54.54,,26.3,8.1,29.5,31.8,,29.5,42.08,0.59,19.98,49.76,22.7,,,0.01,81.67,3.23,98.85,15.62,46.26,0.18,0.07,,0.15,0.39,29.44,24.43,135.88,,,,5.74,3.4,0.78,4.23,0.74,0.39,,20.49,,,80.13,34.15,46.97,,,15.2,,19.47,9.05,38.27,38.27,1.52,5.82,,2.11,11.98,,138.19,4.4,1.18,,32.8,42.87,78,1.77,6.69,11.37,1.54,19.75,39.21,30.05,27.34,,22.64,,0.51,81.96,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,68.71,3.6,,26,,,,8.9,77.26,65.21,,73.13,1.33,,0.09,0.13,73.08,1.2,269.01,213.72,25.63,9.01,1.59,,2.7,3.08,57.02,17.67,179.76,20.49,11.35,0.69,0.7,1.75,0.21,0.39,1,1.37,19.42,10.63,14,1.34,196.14,40.37,1.5,,,0.39,,1.17,1.73,98.76,98.76,,0.39,,,,,101.5,4.52,0.34,,,15.27,,,0.65,4.65,0.29,0.36,2.68,1.95,1.68,,1.62,,,9.52,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,23.19,27.8,2.9,1.3,5.7,20.9,23.2,14.6,15.7,25.48,0.78,5.69,24.54,7.95,,0.55,0.68,170.73,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.56,22,20.11,25,22.17,20.29,6.87,6.93,4.55,0.21,27.71,4.05,0.56,26.18,21.46,12.46,2.63,178.36,45.03,40.5,,,26.16,,30.76,35.62,26.59,26.59,1.57,6.95,,1.1,1.19,,25.09,6.49,1.75,,,23.03,26.61,1.45,1.99,35.64,1.02,29.33,279.4,57.36,159.97,,34.58,,3.84,40.26,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
ABBV,16.84,60.74,,,7.8,9.6,49.1,7.4,3.8,50.64,5.47,17.29,56.87,2.08,,0.34,0.22,178.85,0.87,69.9,59.2,76.32,3.46,5.73,,0.67,3.35,42.78,21.11,16.43,14.41,13.82,6.66,6.67,2.34,0.08,40.62,6.98,3.47,15.95,26.31,32.5,0.85,137.62,62.42,6.09,,,8.95,,24.92,30.48,65.51,20.18,1.3,5.84,,0.9,0.47,,14.37,,1.33,,,13.88,24.62,0.98,1.5,,0.76,3.58,171.32,8.18,36.93,,9.52,,6.82,39.6,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,40.76,,8.7,,,,,,29.44,,,36.79,3.01,,6.39,9.83,4.77,7.33,,,330.79,,0.07,,,,,,,,,8.29,18.76,,0.77,,,,,,,,1.41,,,,,,,,1.2,,,,36.14,,,,,,,,3.27,2.59,,,,,1.41,7.32,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,46.78,,2.2,20.8,6.6,1,9.8,11,53.22,9.39,,48.84,3.3,,0.4,4.67,2.56,0.89,107.25,196.84,24.3,0.15,0.04,,0.77,5.9,11.01,8.02,10.12,8.88,6.7,2.2,2.38,9.08,0.6,23.91,9.25,5.9,13.81,12.67,,5.85,3.24,50.72,8.66,,,18.19,,23.51,2.56,13.97,13.21,2.94,2.55,,,,,10.87,1.95,0.45,,,8.23,12.54,,0.78,6.56,0.66,10.71,59.44,17.48,17.21,,17.68,,5.59,12.64,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABM,,53.73,2,8.4,5.9,40.8,24.6,,11.1,55.63,2.57,2.8,55.67,2.93,,0.05,0.04,41.92,1.48,,,60.22,2.73,0.8,,0.27,2.11,9.73,7.59,15.48,10.57,8.31,0.5,0.5,10.28,0.37,3.2,9.86,2.15,12.69,25.4,,1.68,51.95,,4.92,,,3.15,,5.04,1.46,10.72,12.98,0.81,0.34,,0.7,0.92,,10.58,,0.86,,,8.8,9.57,0.71,0.77,,1.48,5.21,63.86,11.09,14.3,,7.6,,,22.27,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
