Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,13.7,63.65,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,82.11,0.98,1.55,69.73,6.22,0.74,0.61,142.92,1.78,125.99,57.06,69.2,1.56,0.5,,0.18,0.65,25.96,22.5,29.79,25.33,22.15,6.18,6.5,3.85,0.54,21.81,3.45,0.66,25.26,15.57,4.91,2.34,133.68,54.39,17.3,,21.75,,22.9,6.96,29.65,27.43,2.29,6.46,,0.8,1.7,,29.62,5.69,1.28,,,23.49,29.52,2.13,2.2,26.57,1.37,13.03,72.53,18.1,23.78,,16.15,,3.12,46.08,,,10,33913792728.0,Medical Specialties,Health Technology
AA,7.66,44.92,1.4,10.2,,,,,75.95,5.9,38.52,1.25,16.76,44.61,1.2,0.44,0.55,32.1,1.55,79.98,58.53,26.31,10.94,0.65,,,1.25,,40.54,,27.26,9.29,0.84,0.88,,0.27,,,1.25,11.71,,,2.67,39.39,8.14,,,,,,1.48,,,,0.54,,,,,,,,,,17.45,,,1.42,1.55,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,57.01,,10.4,,,,,597.78,27,73.96,,,63.78,0.65,0.34,0.21,10.62,0.6,20.92,21.96,14.01,19.76,,,,,19.03,19.03,,19.22,8.74,0.71,0.71,5.25,,,,,5.83,,,4.06,16.61,20.23,1.4,,,,5.34,,,10.98,,0.14,,,,,,,0.32,,,3.43,,,,,0.5,,5.17,4.89,,,12.18,,44.83,7.95,,,8,8696254174.0,Airlines,Transportation
AAON,37.89,67.57,,26.3,8.1,29.5,31.8,,20.3,29.5,77.91,0.5,3.08,72.36,20.46,,,95.56,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.33,32.25,26.44,76.48,,,,6.57,3.1,0.73,8.59,1.32,0.33,34.3,20.51,18.09,11.33,78.54,36.27,88.05,,15.61,,20.32,10.45,43.05,43.05,1.72,6.69,,2.17,6.25,,78.01,5.04,1.32,,50.56,35.26,55.05,1.72,7.03,13.27,1.7,19.5,39.13,29.71,25.86,,21.83,,0.56,87.27,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,23.3,3.6,,26,,,,,8.9,8.78,47.25,,17.1,1.74,0.09,0.12,45.31,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.21,135.74,17.36,17.57,13.56,8.09,0.55,0.55,0.74,0.21,3.13,13.03,2.21,16.08,4.98,83.9,,147.69,39.48,0.41,,,,0.3,1.04,4531,4531,,0.24,,,,,7.67,22.88,0.21,,,4.99,16.38,,0.4,2.6,0.3,,0.91,0.64,,,0.32,,,6.05,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,16.6,61.58,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,66.48,0.59,21.05,64.65,10.22,0.47,0.61,229.0,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28.41,26.05,33.75,26.25,24.34,8.38,9.13,3.52,0.2,27.06,3,0.44,30.62,19.82,11.13,6.01,183.54,45.96,120.35,,26.44,,31.27,52.26,34.86,34.86,2.06,9.22,,1.31,1.48,,34.05,9,2.13,,,31.43,36.68,2.01,2.59,52.28,0.91,29.81,269.91,59,151.08,,35.41,,3.22,50.44,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,19.7,69.39,,,9.7,8.1,22.2,18.4,28.45,8.5,85.84,5.99,19.7,74.79,0.74,0.99,0.07,27.25,1.84,,145.05,6.23,6.69,1.44,,1.49,4.88,24.1,12.72,23.35,,,,7.32,4.15,0.4,31.33,8.41,4.92,38.38,8.07,,2.74,27.05,62.62,1.87,,15.39,,27.37,1.39,30.62,30.62,13.31,4.68,,2.45,1.2,11.94,14.93,1.39,0.6,,,10.18,20.44,,1.22,1.41,1.84,2.29,628.91,4.67,5.7,,4.27,,3.7,33.49,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,25.93,67.07,,,7.8,9.6,49.1,7.4,26.06,3.8,61.02,5.09,6.09,65.98,2.04,0.31,0.19,196.31,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.12,42.23,22.35,22.73,16.3,15.67,7.27,7.35,2.37,0.05,32.33,5.13,3.16,16.24,20.07,7.26,5.14,146.33,62.76,5.48,,9.71,,24.95,51.15,65.44,18.35,1.18,6.33,,0.75,0.58,,19.57,,1.44,,,18.67,32.99,1.27,1.76,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.88,42.59,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABEV,,49.05,,2.2,20.8,5.4,3.2,9.8,60.73,11,27.61,10.56,,42.39,3.7,0.44,4.44,2.27,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.65,9.87,7.37,9.35,9.35,7.13,2.25,2.36,10.13,0.66,25.65,10.06,6.65,12.34,14.59,5.05,6.54,2.65,50.83,7.5,,17.86,,24.06,2.12,14.09,13.52,2.76,2.53,,,,,10.01,1.71,0.47,,,7.85,11.08,1.8,0.75,4.83,0.79,10.57,68.13,19.18,16.5,,16.25,,6,12.46,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,12.31,56.23,,50.3,,28.2,37.8,,8.08,24,70.3,,23.16,60.64,2.7,0.03,0.02,245.64,1.25,45.36,16.38,4.15,6.36,1.58,,,,13.34,12.2,,12.63,9.98,0.59,0.63,7.5,0.32,,,,8.28,29.74,,8.25,255.46,17.75,4.56,,2.51,,6.31,1.47,12.6,8.49,0.26,0.32,,0.25,,,,,1.08,,,45.1,,0.34,0.57,,0.45,4.25,19.44,10.28,12.31,,8.62,,,13.43,,,10,4632090814.999999,Specialty Stores,Retail Trade
